Finished,Q_RecaptchaScore,Participate,Age,Country of Residence,Level of Education,Living Area,Occupation,General Awareness,Seriousness of City Water Quality,Awareness of city Management,Ppl with no Drinking Water 2023,Causes of Poor Water Quality,Agriculture,Global Warming,Industrial Waste,Marine Dumping of Garbage,Oil Leaks and Spills,Sewage and Wastewater,Attention given to Water on the News,Source of Awareness,Know of Urban Aquatic Ecosystem,Interest in Water Quality Management,Participated in Water Conservation Actitivites,Interest in Learning More,Interest in Learning more about City,What would you want to learn about,Likelihood in using digital platform,Features of Platform,Interested in Contributing to Platform,Interest in joining Community,Motivations to engage with environmental causes,Unanswered Percentage
True,0.699999988079071,Yes,55 - 64,Pakistan,Bachelor’s degree,Urban,Tourism and Hospitality,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,4.0,6.0,5.0,3.0,Very little,"Social media,News websites,Educational platforms",No,7.0,Yes,Yes,"Yes, definitely",Purification of water,6.0,"Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,Health and Safety,0.0384615384615384
True,1.0,Yes,25 - 34,Pakistan,Secondary education,Urban,Education,Very knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",800 million,It can disrupt aquatic ecosystems and harm marine life.,6.0,2.0,5.0,1.0,4.0,3.0,Somewhat,TV/radio,No,5.0,Yes,Maybe,"Yes, definitely",,4.0,Forums for public discussion,Yes,Maybe,Concern for future generations,0.0769230769230769
True,1.0,Yes,45 - 54,Pakistan,Bachelor’s degree,Urban,Tourism and Hospitality,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",800 million,It can lead to waterborne disease such as cholera and dysentery.,2.0,1.0,3.0,6.0,5.0,4.0,Somewhat,News websites,Yes,8.0,No,Yes,"Yes, definitely",,6.0,Educational information,Maybe,Maybe,Local impact,0.0769230769230769
True,0.800000011920929,Yes,45 - 54,Pakistan,Bachelor’s degree,Urban,Homemaker ,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,5.0,6.0,3.0,1.0,Somewhat,"Social media,Word of mouth",No,6.0,No,Yes,Maybe,Clean up,4.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,1.0,Yes,45 - 54,Pakistan,Bachelor’s degree,Urban,Human resources ,Not very knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,4.0,2.0,5.0,1.0,6.0,Somewhat,"TV/radio,Word of mouth",Yes,7.0,No,Yes,"Yes, definitely",,7.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,35 - 44,Pakistan,Master’s degree or higher,Urban,Digital Marketing ,Not very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,6.0,5.0,4.0,A lot,"Social media,News websites,Word of mouth",No,10.0,No,Yes,"Yes, definitely",,10.0,"Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby",0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Pakistan,Bachelor’s degree,Urban,Marketing,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,5.0,6.0,4.0,Somewhat,I don’t usually seek out this information,No,5.0,No,Maybe,"Yes, definitely",,5.0,"Educational information,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,No,Global Climate Change,0.0769230769230769
True,0.800000011920929,Yes,35 - 44,Canada,Master’s degree or higher,Suburban,Education,Somewhat knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,1.0,6.0,5.0,4.0,Somewhat,"Social media,News websites,TV/radio",No,8.0,No,Maybe,Maybe,,5.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,Maybe,Local impact,0.0769230769230769
True,1.0,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Finance and Commerce,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,4.0,6.0,2.0,5.0,A lot,News websites,No,9.0,Yes,Yes,"Yes, definitely","How to purify water for home use, how to assess the cleanliness or purity of water ",8.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Health and Safety,Local impact",0.0384615384615384
True,0.8999999761581421,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Finance and Commerce,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,2.0,4.0,5.0,1.0,6.0,3.0,Somewhat,"News websites,TV/radio",No,,Yes,Yes,"Yes, definitely",Ph level and health hazards related ,,"Educational information,Forums for public discussion,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Yes,"Concern for future generations,Health and Safety",0.1153846153846153
True,0.8999999761581421,Yes,35 - 44,Pakistan,Master’s degree or higher,Urban,Education,Not very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,4.0,5.0,6.0,Very little,"Social media,Word of mouth",No,6.0,No,Maybe,Maybe,,6.0,"Interactive maps,Forums for public discussion,Personalized content (AI-agent)",Maybe,Maybe,Health and Safety,0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,United Kingdom of Great Britain and Northern Ireland,Master’s degree or higher,Suburban,Student,Neutral,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,3.0,6.0,5.0,4.0,Somewhat,"Word of mouth,Educational platforms",Yes,7.0,Yes,Yes,"Yes, definitely",I would be interested in the impact of grit (salt for reducing icy surfaces) on local water quality particularly for countries which use it regularly and heavily.,7.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Maybe,Maybe,"Concern for future generations,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
True,0.800000011920929,Yes,18 - 24,Pakistan,Secondary education,Urban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,6.0,3.0,2.0,5.0,4.0,Somewhat,"Social media,News websites",No,7.0,No,Yes,"Yes, definitely",water contamination ,7.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,65+,Pakistan,Master’s degree or higher,Urban,Administration ,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,It can lead to waterborne disease such as cholera and dysentery.,4.0,5.0,3.0,1.0,2.0,6.0,A lot,"Social media,News websites",No,9.0,No,Yes,"Yes, definitely",Purity and hygienic ,8.0,"Interactive maps,Forums for public discussion,Visualisations of up-to-date water quality data globally",Maybe,Yes,Concern for future generations,0.0384615384615384
True,0.800000011920929,Yes,65+,Pakistan,Master’s degree or higher,Urban,Healthcare,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",800 million,It can lead to waterborne disease such as cholera and dysentery.,1.0,2.0,3.0,5.0,4.0,6.0,Somewhat,News websites,No,9.0,Yes,Yes,"Yes, definitely",Providing clean and filtered water to the community ,7.0,Educational information,Yes,Yes,Concern for future generations,0.0384615384615384
True,0.8999999761581421,Yes,35 - 44,Pakistan,Master’s degree or higher,Urban,Marketing,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,5.0,6.0,1.0,4.0,3.0,Very little,"Social media,Word of mouth",No,8.0,Yes,Maybe,"Yes, definitely","How to purify it, particular salt water",2.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,No,"Global Climate Change,Personal interest/hobby",0.0384615384615384
True,1.0,Yes,35 - 44,Oman,Master’s degree or higher,Urban,Industry,Neutral,Not very serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,4.0,5.0,6.0,2.0,Somewhat,Social media,Yes,8.0,No,Yes,"Yes, definitely",Presence of microplastics and other harmful chemicals. ,7.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Maybe,Maybe,"Concern for future generations,Health and Safety",0.0384615384615384
True,0.800000011920929,Yes,35 - 44,Pakistan,Bachelor’s degree,Urban,Transport,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",800 million,It can lead to waterborne disease such as cholera and dysentery.,3.0,2.0,1.0,6.0,5.0,4.0,Somewhat,"Social media,Word of mouth",No,10.0,No,Yes,"Yes, definitely",Water processing plants. Reverse osmosis etc ,8.0,"Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Community involvement",0.0384615384615384
False,0.8999999761581421,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Education,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,0.8999999761581421,Yes,25 - 34,South Africa,Secondary education,Urban,Education,Very knowledgeable,Somewhat serious,"Yes, I am very aware of the city’s water quality and management",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",5.0,3.0,4.0,1.0,6.0,2.0,A lot,"Social media,TV/radio,Educational platforms",Yes,10.0,Yes,Yes,"Yes, definitely",Solution  to bringing clean water to our communities.  How to sustain  the environment  ,10.0,"Educational information,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Yes,Yes,Concern for future generations,0.0384615384615384
False,0.8999999761581421,Yes,55 - 64,Mexico,Master’s degree or higher,Urban,Beauty,Very knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",800 million,It can lead to waterborne disease such as cholera and dysentery.,3.0,5.0,1.0,2.0,6.0,4.0,Somewhat,"Social media,News websites,Word of mouth,Educational platforms",No,7.0,No,No,Maybe,How to improve it,,,,,,0.0476190476190476
True,0.8999999761581421,Yes,18 - 24,United Kingdom of Great Britain and Northern Ireland,Master’s degree or higher,Urban,Student,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,5.0,6.0,1.0,Somewhat,"Social media,News websites",Yes,7.0,No,Yes,"Yes, definitely",,6.0,"Interactive maps,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Yes,"Health and Safety,Local impact,Personal interest/hobby",0.0769230769230769
True,1.0,Yes,45 - 54,Pakistan,Bachelor’s degree,Urban,Education,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,1.0,2.0,4.0,5.0,6.0,Somewhat,"Social media,News websites",No,8.0,Yes,Maybe,"Yes, definitely",Exploring further sources and desalination ,6.0,"Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",No,Maybe,"Concern for future generations,Health and Safety,Local impact",0.0384615384615384
False,1.0,Yes,18 - 24,Netherlands,No formal education,Urban,Tourism and Hospitality,Neutral,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",4.0,5.0,3.0,1.0,6.0,2.0,Not at all,Social media,Yes,,,,,,,,,,,0.0625
False,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Suburban,Student,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,1.0,Yes,25 - 34,Netherlands,Master’s degree or higher,Suburban,Transport,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,4.0,6.0,5.0,Very little,"Social media,News websites",Yes,,,,,,,,,,,0.0625
False,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,18 - 24,Netherlands,Secondary education,Urban,Student,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,4.0,5.0,6.0,Very little,"Social media,News websites",No,,,,,,,,,,,0.0625
False,0.800000011920929,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Finance and Commerce,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,1.0,Yes,55 - 64,United States of America,Master’s degree or higher,Suburban,Education,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,0.8999999761581421,Yes,35 - 44,Pakistan,Bachelor’s degree,Urban,Industry,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,6.0,5.0,3.0,4.0,Somewhat,"Social media,News websites",No,7.0,No,Yes,"Yes, definitely",How are the purifying water ,6.0,"Educational information,Forums for public discussion,Tools to report or monitor water issues locally",Maybe,Yes,"Concern for future generations,Health and Safety",0.0384615384615384
True,1.0,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Healthcare,Neutral,"Yes, very serious","Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,1.0,6.0,4.0,5.0,A lot,"News websites,TV/radio",No,9.0,No,Yes,"Yes, definitely",How can we best effect large-scale outcomes for water improvements with small and easy steps that are doable for all?,5.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,55 - 64,Pakistan,Master’s degree or higher,Urban,Science,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,6.0,5.0,4.0,A lot,"Social media,News websites,TV/radio,Educational platforms",Yes,7.0,No,Yes,"Yes, definitely",,7.0,"Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
False,0.8999999761581421,Yes,45 - 54,Switzerland,Secondary education,Urban,Tourism and Hospitality,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,1.0,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Neutral/ Unsure,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.,I am unsure.",1.0,3.0,2.0,5.0,4.0,6.0,Very little,"Social media,Word of mouth",No,7.0,Yes,Yes,"Yes, definitely",,6.0,"Educational information,Forums for public discussion,Visualisations of up-to-date water quality data globally",Yes,Yes,"Concern for future generations,Health and Safety,Global Climate Change",0.0769230769230769
False,1.0,Yes,45 - 54,Pakistan,Bachelor’s degree,Suburban,Education,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,4.0,1.0,6.0,5.0,A lot,"Social media,News websites",No,,,,,,,,,,,0.0625
False,0.699999988079071,Yes,65+,Pakistan,Master’s degree or higher,Urban,Home maker,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Legal,Very knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,1.0,3.0,4.0,5.0,6.0,2.0,Somewhat,"Social media,News websites",No,10.0,No,Yes,"Yes, definitely",,,,,,,0.0952380952380952
False,0.8999999761581421,Yes,25 - 34,Pakistan,Bachelor’s degree,Urban,Finance and Commerce,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,1.0,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,3.0,6.0,5.0,2.0,Very little,"Social media,News websites",No,6.0,Yes,Maybe,"Yes, definitely",How to improve or maintain good water quality,4.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,No,Health and Safety,0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Belgium,Bachelor’s degree,Urban,Student,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.",1.0,6.0,4.0,5.0,3.0,2.0,Not at all,Social media,No,0.0,No,No,"No, not interested",,,"Interactive maps,Educational information,Forums for public discussion",Maybe,Maybe,"Concern for future generations,Personal interest/hobby",0.1153846153846153
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Suburban,Student,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,5.0,4.0,1.0,6.0,3.0,Somewhat,"Social media,Word of mouth",Yes,3.0,No,Maybe,Maybe,How my health is impacted,2.0,"Interactive maps,Visualizations of up-to-date water quality data of your city",Maybe,No,"Concern for future generations,Health and Safety,Personal interest/hobby",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Italy,Secondary education,Urban,Finance and Commerce,Not knowledgeable at all,Not very serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.",1.0,3.0,2.0,4.0,5.0,6.0,Very little,I don’t usually seek out this information,No,4.0,No,Maybe,Maybe,,3.0,"Interactive maps,Educational information,Visualisations of up-to-date water quality data globally",No,No,Health and Safety,0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,United States of America,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,5.0,3.0,6.0,1.0,Very little,"Social media,News websites,Educational platforms",No,5.0,Yes,Maybe,Maybe,,5.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,1.0,Yes,65+,United States of America,Bachelor’s degree,Suburban,Retired,Very knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,4.0,5.0,3.0,6.0,A lot,"Social media,News websites,TV/radio",No,10.0,Yes,No,"Yes, definitely",How to incentavize more people,10.0,"Forums for public discussion,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
False,1.0,Yes,45 - 54,Pakistan,Master’s degree or higher,Urban,Industry,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,3.0,6.0,4.0,5.0,Somewhat,Social media,No,,,,,,,,,,,0.0625
True,0.8999999761581421,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Finance and Commerce,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",3.6 billion,I am unsure.,3.0,5.0,6.0,1.0,2.0,4.0,Not at all,"News websites,Word of mouth,Educational platforms",No,8.0,I don't remember,Yes,"Yes, definitely",,,,,,,0.2692307692307692
False,0.8999999761581421,Yes,18 - 24,Netherlands,Master’s degree or higher,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,1.0,Yes,18 - 24,Spain,Bachelor’s degree,Urban,Student,Not very knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,5.0,6.0,4.0,Somewhat,"Social media,News websites,TV/radio,Educational platforms",No,4.0,No,Yes,Maybe,,2.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",No,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
True,0.699999988079071,Yes,18 - 24,Spain,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Not very serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,4.0,5.0,1.0,6.0,Somewhat,"News websites,Word of mouth,Educational platforms",No,5.0,Yes,Yes,"Yes, definitely",Agricultural pollutants and runoff issues,5.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,Very knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,5.0,6.0,3.0,4.0,Very little,"Word of mouth,I don’t usually seek out this information",Yes,7.0,Yes,Maybe,Maybe,,10.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Maybe,Maybe,Personal interest/hobby,0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,1.0,5.0,6.0,Very little,I don’t usually seek out this information,Yes,3.0,Yes,Maybe,"Yes, definitely",,10.0,"Interactive maps,Educational information,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Maybe,"Health and Safety,Global Climate Change",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Belgium,Master’s degree or higher,Suburban,Science,Neutral,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,1.0,6.0,5.0,2.0,4.0,Somewhat,"News websites,TV/radio,Educational platforms",No,7.0,No,Yes,"Yes, definitely",Technical workings of filtration infrastructure. ,7.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Health and Safety,Local impact,Personal interest/hobby",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Agriculture,Very knowledgeable,Somewhat serious,"Yes, I am very aware of the city’s water quality and management",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,5.0,4.0,6.0,3.0,Somewhat,"News websites,Word of mouth",Yes,9.0,Yes,Yes,"Yes, definitely",,4.0,"Interactive maps,Educational information,Personalized content (AI-agent)",Maybe,Maybe,"Health and Safety,Local impact,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Italy,Secondary education,Suburban,Student,Not very knowledgeable,"Yes, very serious","No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,5.0,2.0,3.0,6.0,1.0,Not at all,Social media,Yes,,No,Maybe,"No, not interested",how to prevent it ,4.0,"Interactive maps,Forums for public discussion,Personalized content (AI-agent)",Maybe,Maybe,Concern for future generations,0.0769230769230769
True,0.699999988079071,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,3.0,1.0,5.0,6.0,2.0,Somewhat,"Social media,Word of mouth,Educational platforms",Yes,5.0,No,Yes,"Yes, definitely",,7.0,"Educational information,Forums for public discussion,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Global Climate Change,Personal interest/hobby,Community involvement",0.0769230769230769
